app,category,rating,reviews,size_mb,installs,type,price,content_rating,genre,updated,version,android
DN Reader,NEWS_AND_MAGAZINES,4.6,18,1.8,100,Free,0,Everyone,News & Magazines,"March 13, 2014",1,4.0 and up
HON. B.J. ACS COLLEGE ALE,FAMILY,5,3,1.8,100,Free,0,Mature 17+,Education,"December 26, 2016",3.1,4.3 and up
FE Connect Fhoton,TOOLS,NaN,0,1.8,100,Free,0,Everyone,Tools,"November 28, 2017",1.1,4.0.3 and up
Artificial intelligence,FAMILY,NaN,3,1.8,100,Free,0,Everyone,Entertainment,"March 5, 2018",2.2,4.1 and up
Bx Access 4d,TOOLS,NaN,1,1.9,100,Free,0,Everyone,Tools,"April 29, 2016",2.2.1,4.0 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,NaN,8,1.9,100,Free,0,Everyone,Travel & Local,"October 21, 2015",0.0.9,4.0 and up
CB TV,FAMILY,NaN,2,1.9,100,Free,0,Teen,Strategy,"September 13, 2016",1.0.0,4.0.3 and up
EW Widgets for Zooper,TOOLS,3.4,5,1.9,100,Free,0,Everyone,Tools,"December 3, 2016",1.0.2,4.0.3 and up
CF,FINANCE,5,2,2,100,Free,0,Everyone,Finance,"March 30, 2016",1.1,4.0 and up
MOTOBAZAR EU,LIFESTYLE,NaN,1,2,100,Free,0,Everyone,Lifestyle,"May 6, 2018",1.2.36,4.0.3 and up
AH! Soundboard,FAMILY,NaN,11,2,100,Free,0,Everyone,Entertainment,"September 21, 2017",1.1,4.1 and up
FP Markets,FINANCE,NaN,1,2,100,Free,0,Everyone,Finance,"January 30, 2018",1.0.0.0,4.3 and up
Ag Guardian,PRODUCTIVITY,NaN,1,2,100,Free,0,Everyone,Productivity,"December 28, 2015",1.0.0,4.0 and up
Ek Qissa He Quran Se (Qurani Waqiyat),FAMILY,5,4,2,100,Free,0,Everyone,Entertainment,"October 30, 2017",1,4.0 and up
Cypress College Library,BOOKS_AND_REFERENCE,NaN,0,2.1,100,Free,0,Everyone,Books & Reference,"December 7, 2015",4.7.2,1.6 and up
BK Video Status,FAMILY,5,13,2.1,100,Free,0,Everyone,Entertainment,"July 7, 2018",2.3,4.4 and up
EP,BUSINESS,NaN,3,2.1,100,Free,0,Everyone,Business,"November 13, 2015",1.0.1,2.3.3 and up
AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100,Free,0,Everyone,Video Players & Editors,"August 11, 2015",1.1,4.0 and up
IF YOU TO EU PEGO,FAMILY,NaN,3,2.1,100,Paid,1.26,Everyone,Entertainment,"January 12, 2012",3,2.1 and up
CSCS BG (в български),FAMILY,2.4,7,2.1,100,Paid,3.99,Everyone,Education,"March 23, 2017",1,4.0.3 and up
Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0,Everyone,Photography,"July 11, 2015",1.2.0,3.0 and up
Skin Disease,BEAUTY,4,1,2.2,100,Free,0,Everyone,Beauty,"August 30, 2017",1,2.2 and up
Tips & Tricks Dynamics AX 365,PRODUCTIVITY,NaN,1,2.2,100,Free,0,Everyone,Productivity,"July 14, 2017",1,4.0.3 and up
Check DB Benchmark,TOOLS,NaN,0,2.2,100,Free,0,Everyone,Tools,"March 11, 2017",0.9.2,4.0.3 and up
DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5,22,2.2,100,Free,0,Mature 17+,Entertainment,"November 2, 2017",1.4,4.4 and up
LC-DB-LITE,PHOTOGRAPHY,NaN,0,2.3,100,Free,0,Everyone,Photography,"October 20, 2017",1,4.2 and up
MbH BM,MEDICAL,1,1,2.3,100,Free,0,Everyone,Medical,"December 14, 2016",1.1.3,4.3 and up
BG Torneos,SPORTS,NaN,7,2.3,100,Free,0,Everyone,Sports,"June 13, 2018",2.0.0,4.1 and up
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5,43,2.3,100,Free,0,Everyone,News & Magazines,"June 22, 2018",1,4.4 and up
CG Prints,PHOTOGRAPHY,5,1,2.3,100,Free,0,Everyone,Photography,"January 24, 2017",1.0.5,4.3 and up
BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2.3,100,Free,0,Everyone,News & Magazines,"March 9, 2018",1.2,4.0.3 and up
CD Music,LIBRARIES_AND_DEMO,NaN,1,2.3,100,Free,0,Everyone,Libraries & Demo,"March 30, 2018",1,4.4 and up
BD Hospital's,FAMILY,4.7,12,2.3,100,Free,0,Everyone,Education,"October 7, 2015",1.1,3.0 and up
Prosperity,EVENTS,5,16,2.3,100,Free,0,Everyone,Events,"July 9, 2018",1.14,2.0 and up
CF Chat: Connecting Friends,COMMUNICATION,3.4,5,2.4,100,Free,0,Teen,Communication,"April 27, 2016",1.4,2.3 and up
BG Guide,TRAVEL_AND_LOCAL,5,3,2.4,100,Free,0,Everyone,Travel & Local,"November 28, 2016",1.1,2.3.3 and up
BT Satmeter,TOOLS,NaN,0,2.4,100,Free,0,Everyone,Tools,"April 12, 2018",V2.3,4.3 and up
GO CP Evolution Calculator,FAMILY,NaN,5,2.4,100,Free,0,Everyone,Entertainment,"January 29, 2017",1,4.0.3 and up
Morse Player,FAMILY,5,12,2.4,100,Paid,1.99,Everyone,Education,"January 23, 2017",2.1.1,3.0 and up
Bill Miller Bar-B-Q Store Ops,BUSINESS,NaN,0,2.5,100,Free,0,Everyone,Business,"June 19, 2018",1.3,4.4 and up
Intra- and extra-EU trade data,FINANCE,NaN,1,2.5,100,Free,0,Everyone,Finance,"December 16, 2015",1.0.5,4.0 and up
waut.ch!,FAMILY,4.5,10,2.5,100,Free,0,Everyone,Educational,"June 30, 2018",fcbd82b2-dd5b-41d2-af62-432271c42921,2.0 and up
Best CG views,FAMILY,4.2,4,2.5,100,Free,0,Teen,Entertainment,"June 24, 2015",5.1,3.0 and up
BL Flowers Digital,SHOPPING,5,21,2.5,100,Free,0,Everyone,Shopping,"October 31, 2017",1.6,4.2 and up
CI Time,PRODUCTIVITY,NaN,4,2.5,100,Free,0,Everyone,Productivity,"March 17, 2017",1.2.392,4.0 and up
[EF]ShoutBox,COMMUNICATION,NaN,3,2.5,100,Free,0,Teen,Communication,"August 7, 2018",Build 54,4.0.3 and up
FJ Toolkit,TOOLS,NaN,1,2.5,100,Paid,1.49,Everyone,Tools,"December 21, 2015",14,4.0 and up
Volume Control Ex,TOOLS,4.2,5,2.5,100,Paid,1.49,Everyone,Tools,"July 30, 2018",1.6.2,4.0 and up
"Beacon Baptist Jupiter, FL",LIFESTYLE,5,14,2.6,100,Free,0,Everyone,Lifestyle,"October 13, 2017",2.4,4.0.3 and up
FK Dedinje BGD,SPORTS,5,36,2.6,100,Free,0,Everyone,Sports,"February 11, 2017",1.1,4.0 and up
CB Mobile,BUSINESS,NaN,3,2.6,100,Free,0,Everyone,Business,"April 26, 2018",10,4.0 and up
CB VIDEO VISION,PHOTOGRAPHY,5,13,2.6,100,Free,0,Everyone,Photography,"September 12, 2017",0.0.2,4.1 and up
CE-SETRAM l’Appli,LIBRARIES_AND_DEMO,NaN,0,2.6,100,Free,0,Everyone,Libraries & Demo,"December 5, 2017",1.1.8,4.0.3 and up
CD COMET,MAPS_AND_NAVIGATION,4.3,12,2.6,100,Free,0,Everyone,Maps & Navigation,"August 4, 2018",4,4.1 and up
FP-safe,BUSINESS,NaN,0,2.6,100,Free,0,Everyone,Business,"May 8, 2018",1,4.0.3 and up
BV Sridhara Maharaj,FAMILY,5,8,2.7,100,Free,0,Everyone,Entertainment,"December 3, 2017",1.1,4.1 and up
CF PD,FINANCE,NaN,4,2.7,100,Free,0,Everyone,Finance,"March 28, 2018",1.1,4.1 and up
BI APP,FINANCE,5,2,2.7,100,Free,0,Everyone,Finance,"February 19, 2016",1.8,4.0 and up
BQ Scanner,TOOLS,3,2,2.7,100,Free,0,Everyone,Tools,"October 10, 2017",1.0.1,4.4 and up
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0,Everyone,Social,"October 8, 2015",1.2,4.0.3 and up
Analog and Digital Clock AW-7PRO,TOOLS,NaN,4,2.7,100,Paid,1.99,Everyone,Tools,"March 15, 2018",2,4.3 and up
Shopping List S PRO,SHOPPING,4.8,14,2.7,100,Paid,2.49,Everyone,Shopping,"May 16, 2018",2.1,4.1 and up
BV Link,BUSINESS,NaN,10,2.8,100,Free,0,Everyone,Business,"April 11, 2018",1.3.0,4.1 and up
EP FCU,FINANCE,NaN,2,2.8,100,Free,0,Everyone,Finance,"March 22, 2018",3.0.6,4.1 and up
AJ Cam,PHOTOGRAPHY,5,44,2.8,100,Free,0,Everyone,Photography,"January 23, 2018",1,4.1 and up
CI CAFETERIAS UBER,PRODUCTIVITY,NaN,0,2.8,100,Free,0,Everyone,Productivity,"June 11, 2018",18.6.5,4.4 and up
BG TV Program,FAMILY,NaN,1,2.8,100,Free,0,Everyone,Entertainment,"April 22, 2018",1,4.1 and up
Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,NaN,6,2.8,100,Paid,0.99,Everyone,Productivity,"March 26, 2018",2,4.1 and up
Caprock Santa Fe Credit Union,FINANCE,NaN,0,2.9,100,Free,0,Everyone,Finance,"March 23, 2018",3.0.6,4.1 and up
BG TV Stations,FAMILY,NaN,0,2.9,100,Free,0,Everyone,Entertainment,"February 10, 2018",1,4.1 and up
BG TV App,FAMILY,1.7,6,2.9,100,Free,0,Everyone,Entertainment,"December 21, 2017",1,4.1 and up
A-Y Collection,SHOPPING,5,2,2.9,100,Free,0,Teen,Shopping,"February 16, 2018",1.2,4.1 and up
Top Novini BG,NEWS_AND_MAGAZINES,NaN,2,2.9,100,Free,0,Everyone,News & Magazines,"June 14, 2016",1.2,4.1 and up
Black Classic DW Watch Theme,PERSONALIZATION,NaN,1,2.9,100,Free,0,Everyone,Personalization,"July 25, 2018",1.1.1,4.0 and up
Tri-Ag (WV) FCU,FINANCE,NaN,0,2.9,100,Free,0,Everyone,Finance,"July 3, 2018",3.1.10,4.1 and up
Spring flowers theme couleurs d t space,ART_AND_DESIGN,5,1,2.9,100,Free,0,Everyone,Art & Design,"April 18, 2018",1.0.2,4.0 and up
List iptv FR,VIDEO_PLAYERS,NaN,1,2.9,100,Free,0,Everyone,Video Players & Editors,"April 22, 2018",1,4.0.3 and up
BV Forest,BUSINESS,NaN,0,2.9,100,Free,0,Everyone,Business,"May 9, 2018",2.1.18,4.4 and up
Obbligo o Verità? PRO,GAME,NaN,4,2.9,100,Paid,0.99,Teen,Board,"April 26, 2018","1,01",3.0 and up
CF Climb,LIFESTYLE,1.5,2,3,100,Free,0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up
Dr. D.K. Olukoya Sermons,LIFESTYLE,NaN,1,3,100,Free,0,Everyone,Lifestyle,"September 26, 2017",1,4.0 and up
Ah Bailar,FAMILY,NaN,10,3,100,Free,0,Everyone,Entertainment,"April 14, 2018",1,5.0 and up
TN Patta /Chitta /EC New,SOCIAL,4.8,5,3,100,Free,0,Teen,Social,"July 20, 2018",1,4.0 and up
British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4,1,3,100,Free,0,Everyone,Travel & Local,"November 8, 2017",1,4.1 and up
Team CF,LIFESTYLE,NaN,0,3,100,Free,0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up
"Alphabet ""H"" Passcode Lock Screen",PERSONALIZATION,4.5,2,3,100,Free,0,Everyone,Personalization,"December 21, 2017",1,4.1 and up
Workflow Approvals App AX 2012,BUSINESS,NaN,2,3,100,Free,0,Everyone,Business,"July 12, 2018",1.6(3)-demo,4.0.3 and up
Noticias FC Barcelona,NEWS_AND_MAGAZINES,5,4,3.1,100,Free,0,Everyone,News & Magazines,"June 15, 2018",1.3,4.4 and up
Valencia CF Wallpapers 4 Fans,LIFESTYLE,NaN,4,3.1,100,Free,0,Everyone,Lifestyle,"May 22, 2018",1,4.0 and up
EG Way Life,SOCIAL,NaN,0,1.1,50,Free,0,Everyone,Social,"April 27, 2016",1,4.1 and up
EU WHO War,FAMILY,NaN,0,1.2,50,Free,0,Everyone,Education,"December 23, 2013",1,3.0 and up
Pyaar Ek Dhoka,FAMILY,5,18,1.3,50,Free,0,Everyone,Casual,"February 13, 2018",1,4.3 and up
Stolica.bg,NEWS_AND_MAGAZINES,NaN,1,1.3,50,Free,0,Everyone,News & Magazines,"May 2, 2018",1.1,5.0 and up
gps tracker cg,TOOLS,NaN,0,1.4,50,Free,0,Everyone,Tools,"May 27, 2017",1,4.1 and up
AC CE BJT Actorial,FAMILY,NaN,1,1.4,50,Paid,2,Everyone,Education,"September 27, 2015",2.4,1.6 and up
CricQuick,SPORTS,5,17,1.5,50,Free,0,Everyone,Sports,"December 8, 2017",1,4.0.3 and up
Loteria BR,FAMILY,NaN,0,1.8,50,Free,0,Everyone,Entertainment,"May 17, 2017",1.0.6,4.0 and up
ABG Master,MEDICAL,NaN,2,1.8,50,Paid,0.99,Everyone,Medical,"August 4, 2018",1.1,4.1 and up
BV Teknisk App,BUSINESS,NaN,0,2,50,Free,0,Everyone,Business,"January 15, 2016",4.1.2099,4.0 and up
EP Coding,MEDICAL,NaN,0,2,50,Paid,0.99,Everyone,Medical,"October 5, 2017",1.6,4.0 and up
Truck Driving Test Class 3 BC,FAMILY,1,1,2,50,Paid,1.49,Everyone,Education,"April 9, 2012",1,2.1 and up
Bubble Shooter DX AdFree,FAMILY,NaN,1,2.1,50,Paid,2.99,Everyone,Casual,"May 31, 2016",1.02,2.3 and up
Ability DS UNO,PRODUCTIVITY,NaN,3,2.3,50,Paid,2.6,Everyone,Productivity,"May 19, 2014",1,1.5 and up
UP EB Bill Payment & Details,SOCIAL,5,3,2.4,50,Free,0,Teen,Social,"July 11, 2018",2,4.0 and up
BS MAPS,MAPS_AND_NAVIGATION,4.5,6,2.5,50,Free,0,Everyone,Maps & Navigation,"July 28, 2018",2.1,4.0 and up
Poop FR,FAMILY,NaN,6,2.5,50,Free,0,Everyone,Entertainment,"May 29, 2018",1,4.0.3 and up
BS Where Am I,TOOLS,NaN,9,2.8,50,Free,0,Everyone,Tools,"July 5, 2018",2.3,2.3 and up
ElejaOnline DF,BUSINESS,NaN,0,3,50,Free,0,Everyone,Business,"June 18, 2018",1.0.0,4.1 and up
EO,BUSINESS,NaN,0,3.1,50,Free,0,Everyone,Business,"July 1, 2015",1,4.0.3 and up
News.aw,NEWS_AND_MAGAZINES,NaN,1,1,10,Free,0,Everyone,News & Magazines,"July 15, 2015",1,2.2 and up
DG OFF - 100% Free Coupons & Deals,SHOPPING,5,1,1.1,10,Free,0,Everyone,Shopping,"July 11, 2018",1,4.0 and up
EG Groups,EVENTS,NaN,0,1.1,10,Free,0,Everyone,Events,"October 15, 2017",1.0.0,4.0 and up
AY EMLAK,BUSINESS,NaN,8,1.2,10,Free,0,Teen,Business,"July 11, 2018",1,4.0.3 and up
Supply Travis-CI POC,LIBRARIES_AND_DEMO,NaN,0,1.2,10,Free,0,Everyone,Libraries & Demo,"July 20, 2016",1.0.7,4.0.3 and up
AC DC Power Monitor,LIFESTYLE,5,1,1.2,10,Paid,3.04,Everyone,Lifestyle,"May 29, 2016",1.2,2.3 and up
DT Technologies,SHOPPING,NaN,0,1.3,10,Free,0,Everyone,Shopping,"June 7, 2018",1.1,4.4 and up
DS - xR,BUSINESS,NaN,2,1.4,10,Free,0,Everyone,Business,"November 21, 2017",1,4.4 and up
ch-mm Dict,BOOKS_AND_REFERENCE,NaN,0,1.4,10,Paid,1.96,Everyone,Books & Reference,"July 18, 2014",1,2.3 and up
Squeezy CF,MEDICAL,NaN,0,1.4,10,Paid,2.99,Everyone,Medical,"April 26, 2017",1.2.11,4.0 and up
dk,FAMILY,4.8,5,1.5,10,Free,0,Everyone,Education,"September 18, 2017",1,2.3 and up
Hello Face,MEDICAL,NaN,0,1.5,10,Free,0,Everyone,Medical,"July 31, 2018",1,4.4 and up
Art of F J Taylor,VIDEO_PLAYERS,NaN,2,1.5,10,Free,0,Everyone,Video Players & Editors,"June 23, 2015",1.0.2,4.3 and up
BJ Foods,BUSINESS,5,3,1.5,10,Free,0,Everyone,Business,"February 7, 2018",2.7,4.1 and up
GastroHunter.EU,LIFESTYLE,NaN,1,1.5,10,Free,0,Everyone,Lifestyle,"April 23, 2015",1,4.3 and up
Konferencija.eu,BUSINESS,NaN,3,1.6,10,Free,0,Everyone,Business,"March 21, 2017",1.0.2,4.0 and up
CQ SIGNAL PRO 5,FINANCE,NaN,0,1.6,10,Free,0,Everyone,Finance,"April 17, 2017",4,4.1 and up
FN Web Radio,COMMUNICATION,NaN,0,1.6,10,Free,0,Everyone,Communication,"May 18, 2018",1.1,2.3 and up
G-NetReport Pro,TOOLS,NaN,0,1.6,10,Paid,25.99,Everyone,Tools,"June 14, 2018",5,4.0 and up
Skull Widget BW,PERSONALIZATION,4.5,4,1.7,10,Free,0,Everyone,Personalization,"February 28, 2018",1.1,4.4 and up
BW t&t,PRODUCTIVITY,NaN,2,1.7,10,Free,0,Everyone,Productivity,"December 15, 2016",1,4.1 and up
DL Image Manager,PRODUCTIVITY,5,2,1.7,10,Paid,0.99,Everyone,Productivity,"July 29, 2018",1.0.5,4.0 and up
F Length Sim (no Ads),PHOTOGRAPHY,NaN,0,1.7,10,Paid,2,Everyone,Photography,"April 29, 2018",1,4.0.3 and up
Hum Ek Hain 2.02,SOCIAL,5,2,1.8,10,Free,0,Teen,Social,"March 18, 2018",1,5.0 and up
BG-FLEET,TOOLS,NaN,0,1.8,10,Free,0,Everyone,Tools,"July 30, 2018",1,4.0.3 and up
CB STARS,FAMILY,NaN,1,1.8,10,Free,0,Everyone,Education,"December 30, 2017",1,1.6 and up
Pacify (Android P theme) - Theme for Xperia™,PERSONALIZATION,NaN,1,1.8,10,Paid,0.99,Everyone,Personalization,"July 15, 2018",1.0.B+.Exceed.Paid,5.0 and up
Pacify Exceed (Android P) - Theme for Xperia™,PERSONALIZATION,NaN,5,1.9,10,Paid,1.49,Everyone,Personalization,"July 2, 2018",1.2.A.Exceed.Paid,6.0 and up
4Eternity EO,BUSINESS,NaN,0,2,10,Free,0,Everyone,Business,"January 17, 2018",1.2,4.1 and up
Sam.BN Pro,TOOLS,NaN,11,2,10,Paid,0.99,Everyone,Tools,"March 27, 2015",1.0.0,4.0.3 and up
FNH Payment Info,COMMUNICATION,NaN,0,2.1,10,Free,0,Everyone,Communication,"March 17, 2018",1.3,4.0.3 and up
COPD GOLD 2017,MEDICAL,NaN,5,2.2,10,Free,0,Everyone,Medical,"July 13, 2018",1,4.0 and up
Car Driving Theory Test BC,FAMILY,NaN,0,2.2,10,Paid,1.49,Everyone,Education,"April 9, 2012",1,2.1 and up
In to cm,TOOLS,NaN,0,2.3,10,Free,0,Everyone,Tools,"April 5, 2018",1.1,4.0.3 and up
AQ SMS Notify,TOOLS,NaN,0,2.3,10,Free,0,Everyone,Tools,"April 12, 2018",2.5.3,4.1 and up
EP Cloud,PRODUCTIVITY,NaN,9,2.3,10,Free,0,Everyone,Productivity,"July 26, 2018",2.2.2,4.1 and up
Cossack Dictionary (DN),BOOKS_AND_REFERENCE,NaN,7,2.3,10,Paid,2.99,Teen,Books & Reference,"April 28, 2018",1,4.0.3 and up
Otto DM,SOCIAL,NaN,0,2.4,10,Free,0,Teen,Social,"March 7, 2018",1,4.0 and up
DK Browser,COMMUNICATION,4,1,2.4,10,Free,0,Everyone,Communication,"April 25, 2017",1,4.2 and up
All Star Of CW,FAMILY,NaN,0,2.4,10,Free,0,Everyone,Role Playing,"February 6, 2018",2.03,4.0.3 and up
GITZ.bz,SHOPPING,4,4,2.4,10,Free,0,Everyone,Shopping,"August 4, 2017",1,4.1 and up
DW Uninstall Applications,TOOLS,NaN,0,2.5,10,Free,0,Everyone,Tools,"February 5, 2017",1,2.3 and up
Compas BP Store,SHOPPING,NaN,0,2.5,10,Free,0,Everyone,Shopping,"December 21, 2017",1.0.3,4.4 and up
DK Hair Design,LIFESTYLE,NaN,0,2.5,10,Free,0,Everyone,Lifestyle,"May 15, 2017",1.0.0,4.0 and up
LC-DB,PHOTOGRAPHY,3,1,2.5,10,Paid,3.49,Everyone,Photography,"October 20, 2017",1,4.2 and up
All AJK Board Matric Fa Fsc Results,FAMILY,NaN,0,2.6,10,Free,0,Everyone,Education,"July 22, 2018",1,4.0 and up
Guide for IMS DB,BOOKS_AND_REFERENCE,NaN,0,2.6,10,Free,0,Everyone,Books & Reference,"June 11, 2018",1.0.0,4.1 and up
PhotoFrame for Synology DS,PHOTOGRAPHY,4,1,2.6,10,Paid,4.99,Everyone,Photography,"February 2, 2017",1.5,4.0 and up
EU Whoiswho,BUSINESS,NaN,0,2.7,10,Free,0,Everyone,Business,"December 1, 2016",0.0.1,4.0 and up
Consultar Infracciones de Transito DF y Mexico,TOOLS,NaN,0,2.9,10,Free,0,Everyone,Tools,"July 23, 2018",2.5,4.0 and up
BL-ED: From BLUE to RED,GAME,NaN,3,2.9,10,Free,0,Everyone,Arcade,"April 24, 2016",1.6.5,4.4W and up
FE EN ACCIÓN RADIO,FAMILY,NaN,1,2.9,10,Free,0,Everyone,Entertainment,"July 5, 2018",1.4,5.0 and up
MinT BI,PRODUCTIVITY,NaN,0,2.9,10,Free,0,Everyone,Productivity,"January 13, 2018",3.1,4.2 and up
BT Position Sender - Bluetooth Position Sender,TOOLS,NaN,0,2.9,10,Free,0,Everyone,Tools,"July 3, 2018",1.2.0,4.4 and up
Ay Yıldız - Xperia Live Theme,PERSONALIZATION,NaN,0,2.9,10,Paid,0.99,Everyone,Personalization,"December 26, 2017",1.0.0,4.4 and up
ZAK DW,BUSINESS,NaN,0,3,10,Free,0,Teen,Business,"November 13, 2015",1,4.1 and up
DG Hair,LIFESTYLE,NaN,0,3,10,Free,0,Everyone,Lifestyle,"August 30, 2017",1.0.0,4.0 and up
Málaga CF Wallpapers 4 Fans,LIFESTYLE,NaN,2,3.1,10,Free,0,Everyone,Lifestyle,"May 22, 2018",1,4.0 and up
ear super hearing,MEDICAL,NaN,0,1.4,5,Free,0,Everyone,Medical,"July 31, 2018",1.0 Super Ear Hearing,4.0 and up
CZ-Help,BOOKS_AND_REFERENCE,5,2,1.4,5,Free,0,Everyone,Books & Reference,"July 13, 2018",0.1,4.4 and up
INTERKINOIS.CD,NEWS_AND_MAGAZINES,NaN,1,1.5,5,Free,0,Everyone,News & Magazines,"June 9, 2018",1,4.0.3 and up
STADE.CD,NEWS_AND_MAGAZINES,NaN,0,1.7,5,Free,0,Everyone,News & Magazines,"June 9, 2018",1,4.0.3 and up
Test Server SMS FA,COMMUNICATION,NaN,0,1.8,5,Free,0,Everyone,Communication,"July 27, 2018",1,4.0.3 and up
CB Heroes,SOCIAL,5,5,1.8,5,Free,0,Everyone,Social,"August 4, 2018",1.2.4,5.0 and up
Bk Bee Sales Manager,BUSINESS,NaN,0,2.1,5,Paid,0.99,Everyone,Business,"December 16, 2017",1,4.1 and up
Android P Home KLWP,PERSONALIZATION,NaN,0,2.1,5,Paid,1.49,Everyone,Personalization,"April 14, 2018",v2018.Apr.12.16,5.0 and up
Tablet Reminder,MEDICAL,5,4,2.5,5,Free,0,Everyone,Medical,"August 3, 2018",1,4.1 and up
AJ Tracey Music and Lyrics,FAMILY,NaN,0,2.7,5,Free,0,Teen,Entertainment,"June 7, 2018",1,4.0.3 and up
CR Monitor,AUTO_AND_VEHICLES,NaN,1,2.8,5,Free,0,Everyone,Auto & Vehicles,"April 27, 2018",1,4.0 and up
df-Vegetable,BUSINESS,NaN,0,2.9,5,Free,0,Everyone,Business,"June 11, 2018",1.1,4.0.3 and up
EF First,FAMILY,NaN,0,1.6,1,Free,0,Everyone,Entertainment,"February 9, 2018",1,4.0.3 and up
Michael's AG Sound Board,FAMILY,NaN,0,1.7,1,Paid,0.99,Everyone,Entertainment,"December 12, 2017",1.1,1.6 and up
EB Experience,LIFESTYLE,NaN,0,1.8,1,Free,0,Everyone,Lifestyle,"October 19, 2017",1,4.0.3 and up
Pistachio Launcher for Android P 9.0,PERSONALIZATION,NaN,0,2.3,1,Paid,1.49,Everyone,Personalization,"July 11, 2018",1.0.2,4.1 and up
DQ Akses,TOOLS,NaN,0,2.6,1,Free,0,Everyone,Tools,"July 6, 2018",1.1,2.1 and up
BV Productions,BUSINESS,NaN,0,2.8,1,Free,0,Everyone,Business,"October 25, 2016",1.0.1,4.0 and up
F-O-Meter,FAMILY,NaN,0,2.8,1,Free,0,Mature 17+,Entertainment,"August 2, 2018",1.0.1,4.0 and up
BA SALES,COMMUNICATION,NaN,0,2.9,1,Free,0,Everyone,Communication,"January 31, 2018",1,4.0.3 and up
