app,installs,type,content,genre,version,reviews,rating,size,price
Extreme Car Driving Simulator,"100,000,000+",Free,Everyone,Racing,4.0 and up,2251012,4.3,52,0
EB Annual Meetings,"1,000+",Free,Everyone,Books & Reference,4.0 and up,11,3.5,15,0
HD Mickey Minnie Wallpapers,"50,000+",Free,Everyone,Art & Design,4.1 and up,118,4.7,23,0
Zocdoc: Find Doctors & Book Appointments,"500,000+",Free,Everyone,Medical,4.3 and up,6099,4.5,38,0
EB Events,"10,000+",Free,Everyone,Travel & Local,4.0 and up,97,3.3,16,0
CU of Colorado Mobile Banking,"10,000+",Free,Everyone,Finance,4.1 and up,347,4,25,0
Command & Conquer: Rivals,0,,Everyone 10+,Strategy,Varies with device,0,,,0
X Launcher: With OS11 Style Theme & Control Center,"100,000+",Free,Everyone,Art & Design,4.1 and up,5754,4.7,4.4,0
love,"1,000,000+",Free,Everyone,Photography,4.0.3 and up,42677,4.3,22,0
Wherever BQ,50+,Free,Teen,Travel & Local,4.0.3 and up,7,,18,0
Find My Friends,"10,000,000+",Free,Everyone,Social,4.4 and up,305367,4.2,46,0
FreedomPop Messaging Phone/SIM,"500,000+",Free,Everyone,Communication,4.1 and up,9894,3.6,39,0
Freecell CY,"50,000+",Free,Everyone,Card,1.6 and up,387,4,1.1,0
Monster Truck Driver & Racing,"1,000,000+",Free,Everyone,Education;Action & Adventure,2.3 and up,748,4.4,51,0
Monster Truck Driver & Racing,"1,000,000+",Free,Everyone,Education;Action & Adventure,2.3 and up,748,4.4,51,0
Photo Lock App - Hide Pictures & Videos,"5,000,000+",Free,Everyone,Personalization,4.0 and up,29203,4.5,3.3,0
"Mobizen Screen Recorder for LG - Record, Capture","1,000,000+",Free,Everyone,Video Players & Editors,4.4 and up,58820,4.5,37,0
"KVAD Camera +: Selfie, Photo Filter, Grids","1,000,000+",Free,Everyone,Photography,4.0 and up,23440,4.1,30,0
Seen,"1,000,000+",Free,Teen,Simulation,4.1 and up,118285,4.5,22,0
Motorola Camera,"50,000,000+",Free,Everyone,Photography,Varies with device,219745,3.6,,0
Placement Tips for BE (CE/IT),500+,Free,Everyone,Education,4.0 and up,7,4.4,6.3,0
Shopkins World!,"10,000,000+",Free,Everyone,Arcade;Action & Adventure,4.1 and up,169609,4.3,34,0
Shopkins World!,"10,000,000+",Free,Everyone,Arcade;Action & Adventure,4.1 and up,169609,4.3,34,0
EY TaxLaw NL,100+,Free,Everyone,Business,4.1 and up,9,,3.3,0
Wondershare PowerCam,"10,000,000+",Free,Everyone,Photography,2.3 and up,329160,4.2,27,0
EURES - Your Job in Europe,"50,000+",Free,Everyone,Business,2.3.3 and up,358,2.7,2,0
"Apartment List: Housing, Apt, and Property Rentals","1,000,000+",Free,Everyone,House & Home,5.0 and up,8481,4.5,7.5,0
"Apartment List: Housing, Apt, and Property Rentals","1,000,000+",Free,Everyone,House & Home,5.0 and up,8481,4.5,7.5,0
Paint By Number,"500,000+",Free,Everyone,Casual,3.0 and up,807,3.5,4.6,0
Learn to Speak English,"1,000,000+",Free,Everyone,Education,4.0 and up,33646,4.4,7,0
CW BLE Peripheral Simulator,500+,Free,Everyone,Communication,4.4 and up,2,,1.5,0
boattheory.ch Full 2018,"1,000+",Paid,Everyone,Education,4.2 and up,54,4.7,50,19.4
Devise Dz,"1,000+",Free,Everyone,Finance,4.0 and up,26,4,3.6,0
C4droid - C/C++ compiler & IDE,"50,000+",Paid,Everyone,Education,Varies with device,2890,4.7,,2.99
Offroad G-Class 2018,"500,000+",Free,Everyone,Simulation,4.1 and up,7715,4.4,28,0
Thomas & Friends: Delivery,"1,000,000+",Free,Everyone,Casual;Action & Adventure,2.3 and up,28737,4.2,17,0
HD Themes Toyota Cruiser70,100+,Free,Teen,Personalization,2.3.3 and up,0,,15,0
Nature Sounds,"1,000,000+",Free,Everyone,Lifestyle,4.0.3 and up,28588,4.8,24,0
HAL-9000 - FN Theme,"10,000+",Free,Everyone,Personalization,2.2 and up,159,3.5,0.257,0
Dete.bg,100+,Free,Everyone,News & Magazines,4.1 and up,0,,29,0
Dz kayas,1+,Paid,Everyone,Finance,4.2 and up,0,,14,28.99
BBW Dating & Plus Size Chat,"1,000,000+",Free,Mature 17+,Dating,4.1 and up,12632,4.4,29,0
BBW Dating & Plus Size Chat,"1,000,000+",Free,Mature 17+,Dating,4.1 and up,12632,4.4,29,0
BBW Dating & Plus Size Chat,"1,000,000+",Free,Mature 17+,Dating,4.1 and up,12632,4.4,29,0
Dr. Rocket,"1,000,000+",Free,Everyone,Arcade,4.1 and up,42182,4,3.4,0
EF Smart English for Phone,"10,000+",Free,Everyone,Education,4.4 and up,208,3.5,13,0
Toca Builders,"100,000+",Paid,Everyone,Education;Creativity,Varies with device,3328,4.2,,3.99
Adobe Fill & Sign: Easy PDF Form Filler,"1,000,000+",Free,Everyone,Productivity,5.0 and up,11402,4.3,5.3,0
YouCamp EU,"1,000+",Paid,Everyone,Travel & Local,2.2 and up,39,3.4,32,2.56
Mad Day - Truck Distance Game,"5,000,000+",Free,Everyone,Action,4.0.3 and up,29270,4.3,44,0
Wuwu & Co.,100+,Paid,Everyone,Books & Reference;Creativity,4.1 and up,9,,77,2.99
Skiplagged — Exclusive Flights & Hotels,"1,000,000+",Free,Everyone,Travel & Local,Varies with device,10035,4.6,,0
Wallpapers AK 12,10+,Free,Teen,Personalization,4.1 and up,0,,11,0
CSHS BX,100+,Free,Everyone,Education,4.4 and up,0,,18,0
CJ Apps,10+,Free,Everyone,Business,4.1 and up,0,,24,0
Ain Arabic Kids Alif Ba ta,0+,Paid,Everyone,Education,3.0 and up,0,,33,2.99
BJ Bridge Standard American 2018,"1,000+",Free,Everyone,Card,4.0 and up,1,1,4.9,0
"IndiaMART: Search Products, Buy, Sell & Trade","5,000,000+",Free,Everyone,Business,4.0 and up,207372,4.5,11,0
BU Syllabus,"1,000+",Free,Everyone,Education,4.0.3 and up,38,4.5,6.5,0
DC Super Hero Girls™,"5,000,000+",Free,Everyone,Action;Action & Adventure,4.0 and up,43055,4.3,95,0
DC Super Hero Girls™,"5,000,000+",Free,Everyone,Action;Action & Adventure,4.0 and up,43055,4.3,95,0
DC Super Hero Girls™,"5,000,000+",Free,Everyone,Action;Action & Adventure,4.0 and up,43055,4.3,95,0
DC Super Hero Girls™,"5,000,000+",Free,Everyone,Action;Action & Adventure,4.0 and up,43055,4.3,95,0
BAMMS for BM 1Park,50+,Free,Everyone,Productivity,4.1 and up,7,,10,0
Dubsmash,"100,000,000+",Free,Teen,Video Players & Editors,4.1 and up,1971777,4.2,29,0
Ai File Viewer,"10,000+",Free,Everyone,Tools,Varies with device,66,4,,0
Inbox.eu,"10,000+",Free,Everyone,Communication,4.3 and up,98,3.7,9.7,0
CE HPJM 69,50+,Free,Everyone,News & Magazines,4.1 and up,2,,22,0
LinkedIn Learning: Online Courses to Learn Skills,"1,000,000+",Free,Everyone,Education,4.4 and up,7973,4.6,18,0
Simple Blood Pressure log,"1,000+",Free,Everyone,Medical,4.4 and up,31,3.9,10,0
Geometry Dash SubZero,"10,000,000+",Free,Everyone,Arcade,4.0 and up,260527,4.6,49,0
signály.cz,"1,000+",Free,Everyone,Social,2.2 and up,38,,0.881,0
EF Events,100+,Free,Teen,Events,Varies with device,7,5,4.4,0
DEER HUNTER 2018,"10,000,000+",Free,Teen,Action,3.0 and up,955614,4.3,82,0
DEER HUNTER 2018,"10,000,000+",Free,Teen,Action,3.0 and up,955614,4.3,82,0
Google Assistant,"10,000,000+",Free,Everyone,Productivity,5.0 and up,58675,4.2,1.3,0
AAS-IN-ASIA 2018,100+,Free,Everyone,Events,4.1 and up,3,,11,0
EY EMEIA Diversity & Inclusion,500+,Free,Everyone,Business,4.4 and up,4,,12,0
Talking Ben the Dog,"100,000,000+",Free,Everyone,Entertainment,4.1 and up,1633682,4.3,57,0
Talking Ben the Dog,"100,000,000+",Free,Everyone,Entertainment,4.1 and up,1633682,4.3,57,0
Golden Dictionary (FR-AR),"500,000+",Free,Everyone,Books & Reference,4.2 and up,5775,4.2,4.9,0
Morse Machine for Ham Radio,"5,000+",Paid,Everyone,Communication,2.0 and up,341,4.8,9.6,0.99
Garden Fever - Free!,"1,000,000+",Free,Everyone,Puzzle,2.3 and up,13253,3.9,12,0
Despegar.com Hotels and Flights,"10,000,000+",Free,Everyone,Travel & Local,4.1 and up,150932,4.4,27,0
Spine- The dating app,500+,Free,Teen,Dating,4.0.3 and up,5,5,9.3,0
Android P Launcher 9.0 launcher,"10,000+",Free,Everyone,Tools,5.0 and up,164,4,2.3,0
CP Calculator,"10,000+",Free,Everyone,Entertainment,4.1 and up,187,4.1,2.9,0
Black Classic DW Watch Theme,100+,Free,Everyone,Personalization,4.0 and up,1,,2.9,0
FD CANNECT,1+,Free,Everyone,Tools,8.0 and up,1,,75,0
AE Solitaire,"50,000+",Free,Everyone,Card,4.0.3 and up,1776,4.3,26,0
Phoenix - Facebook & Messenger,"100,000+",Free,Teen,Social,5.0 and up,9606,4.3,3.4,0
Jumia online shopping,"10,000,000+",Free,Teen,Shopping,4.4 and up,162655,4.3,8.1,0
FL Drone 2,"5,000+",Free,Everyone,Photography,2.2 and up,41,3.3,7.8,0
Mukwonago AH,100+,Free,Everyone,Medical,4.0.3 and up,1,,29,0
Axe Throw: Flip Champ Axes Champion Throwing Games,50+,Free,Everyone,Arcade,4.0 and up,1,,13,0
Beauty Tips - Beauty Tips in Sinhala,"50,000+",Free,Everyone,Beauty,4.0.3 and up,75,4.4,4.2,0
CB Frequencies FREE!,"100,000+",Free,Everyone,Tools,4.0.3 and up,364,3.1,2.3,0
BS Play,"5,000+",Free,Everyone,Education,4.0 and up,56,3.7,1.5,0
Resume PDF Maker / CV Builder,"500,000+",Free,Everyone,Business,4.4 and up,2147,4.4,2.2,0
University of Florida,"10,000+",Free,Everyone,Education,4.1 and up,168,4,7.6,0
DHV accountancy BV,10+,Free,Everyone,Business,4.0 and up,0,,10,0
Step Counter - Calorie Counter,"500,000+",Free,Everyone,Health & Fitness,4.4 and up,1577,4,2.2,0
The Wall Street Journal: Business & Market News,"1,000,000+",Free,Everyone 10+,News & Magazines,4.1 and up,40975,4.1,36,0
The Wall Street Journal: Business & Market News,"1,000,000+",Free,Everyone 10+,News & Magazines,4.1 and up,40975,4.1,36,0
Al-Moazin Lite (Prayer Times),"10,000,000+",Free,Everyone,Lifestyle,Varies with device,284670,4.6,,0
Bu Hangi Oyun ?,50+,Free,Everyone,Word,4.0.3 and up,2,,26,0
Elemental Galaxy Dx - Match3,"10,000+",Free,Everyone,Puzzle,2.2 and up,127,4,14,0
Photo Designer - Write your name with shapes,"500,000+",Free,Everyone,Art & Design,4.1 and up,3632,4.7,5.5,0
JackThreads: Men's Shopping,"1,000,000+",Free,Teen,Shopping,4.0.3 and up,13085,4,2.7,0
JackThreads: Men's Shopping,"1,000,000+",Free,Teen,Shopping,4.0.3 and up,13085,4,2.7,0
JackThreads: Men's Shopping,"1,000,000+",Free,Teen,Shopping,4.0.3 and up,13085,4,2.7,0
English Hindi Dictionary,"10,000,000+",Free,Everyone,Books & Reference,Varies with device,384368,4.4,,0
"Borneo Bible, BM Bible","10,000+",Free,Everyone,Books & Reference,4.0 and up,659,4.9,5,0
X Home Bar - Home Bar Gesture Pro,"10,000+",Paid,Everyone,Tools,4.3 and up,88,4,2,1.99
BD Field Force,"1,000+",Free,Everyone,Productivity,4.3 and up,41,4.2,15,0
To Do Reminder with Alarm,"1,000,000+",Free,Everyone,Productivity,4.0 and up,72161,4.4,4.9,0
Convert Coordinates DM to DMS,"5,000+",Free,Everyone,Maps & Navigation,2.2 and up,15,4.3,0.164,0
Mini DAYZ: Zombie Survival,"1,000,000+",Free,Teen,Action,4.4 and up,94661,4.1,,0
DJ Mix Effects Simulator,"1,000,000+",Free,Everyone,Simulation,4.1 and up,5997,4.1,20,0
Safety stepping stone,"1,000,000+",Free,Everyone,Lifestyle,2.3 and up,4212,3.7,20,0
Car Driving Simulator Citroen,"10,000+",Free,Everyone,Simulation,2.3 and up,174,3.8,44,0
"Startupticker.ch News, Events",100+,Free,Everyone,News & Magazines,4.4 and up,4,5,10,0
Where's My Water? Free,"100,000,000+",Free,Everyone,Puzzle;Brain Games,4.1 and up,1372013,4.4,57,0
10 WPM Amateur ham radio CW Morse code trainer,100+,Paid,Everyone,Communication,2.1 and up,10,3.5,3.8,1.49
Speed Camera Detector - Traffic & Speed Alert,"100,000+",Free,Everyone,Auto & Vehicles,4.0.3 and up,138,4.3,5.4,0
Guide for IMS DB,10+,Free,Everyone,Books & Reference,4.1 and up,0,,2.6,0
Inches to Centimeters,"100,000+",Free,Everyone,Tools,1.6 and up,949,3.6,0.411,0
Discípulos em BH,100+,Free,Everyone,Social,4.1 and up,24,,5.2,0
Howlr,"5,000+",Free,Mature 17+,Dating,4.4 and up,105,3.9,27,0
Howlr,"5,000+",Free,Mature 17+,Dating,4.4 and up,105,3.9,27,0
CX-10DS,"1,000+",Free,Everyone,Casual,4.0 and up,12,3.4,11,0
E.U. Trademark Search Tool,10+,Free,Everyone,Business,4.0.3 and up,0,,3.1,0
Bubble,"5,000,000+",Free,Everyone,Tools,1.6 and up,31621,4.5,0.208,0
Lottery Results: Florida,"100,000+",Free,Teen,Entertainment,4.0 and up,582,4.2,3.2,0
DB BAHN,500+,Free,Everyone,Travel & Local,4.0 and up,4,,8,0
BLACKJACK!,"10,000,000+",Free,Teen,Casino,2.3.3 and up,524467,4.4,33,0
GearBest Online Shopping,"5,000,000+",Free,Everyone,Shopping,4.0.3 and up,245104,4.5,35,0
EW Widgets for Zooper,100+,Free,Everyone,Tools,4.0.3 and up,5,3.4,1.9,0
Open Heart Surgery Hospital ER: Crazy Doctor Sim,"1,000+",Free,Teen,Casual,4.1 and up,7,4.7,25,0
OK K.O.! Lakewood Plaza Turbo,"1,000,000+",Free,Everyone 10+,Action;Action & Adventure,4.0 and up,76608,4.5,24,0
Dr. Parker : Parking Simulator,"1,000,000+",Free,Everyone,Racing,4.0 and up,14253,4.5,81,0
Five Nights at Freddy's 4,"100,000+",Paid,Teen,Action,2.3 and up,21266,4.6,45,2.99
DM security - Dragon Mobile,"1,000+",Free,Everyone,Tools,4.1 and up,27,3.9,3,0
Ulysse Speedometer,"5,000,000+",Free,Everyone,Auto & Vehicles,Varies with device,40211,4.3,,0
Future Cloud,"100,000+",Free,Everyone,Productivity,4.4 and up,1075,4.6,,0
Barcelona Wallpaper HD,"10,000+",Free,Everyone,Personalization,4.1 and up,93,4.5,5.7,0
Familial Hypercholesterolaemia,10+,Free,Everyone,Medical,4.1 and up,0,,34,0
Police VAZ LADA Simulator,"500,000+",Free,Teen,Simulation,2.3 and up,3502,3.6,61,0
Can I pack that? - DG App,"10,000+",Free,Everyone,Travel & Local,4.0.3 and up,58,3.9,22,0
TAXLANDIA,"1,000+",Free,Everyone,Educational,4.3 and up,141,1.9,65,0
The Washington Post Classic,"1,000,000+",Free,Everyone 10+,News & Magazines,Varies with device,23158,4.5,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
CT Cervical Spine,"1,000+",Free,Everyone,Medical,4.0 and up,5,5,17,0
magicApp Calling & Messaging,"10,000,000+",Free,Everyone,Social,2.3 and up,207712,4.1,,0
BT Speed,10+,Paid,Everyone,Sports,4.0.3 and up,3,,0.948,4.8
JW Library,"10,000,000+",Free,Everyone,Books & Reference,Varies with device,922752,4.9,,0
Fast like a Fox,"5,000,000+",Free,Everyone,Adventure,4.2 and up,104389,4.3,12,0
Ultimate Control BT,500+,Free,Everyone,Business,4.4 and up,14,4.6,4.3,0
Guide for DB Xenoverse 2,"10,000+",Free,Everyone,Books & Reference,4.1 and up,121,4.4,8.7,0
"Grow Stone Online : 2d pixel RPG, MMORPG game","1,000,000+",Free,Everyone,Role Playing,4.0.3 and up,84389,4.7,48,0
Allsetra B.V.,"1,000+",Free,Everyone,Business,4.3 and up,15,4.1,24,0
Telstra,"5,000,000+",Free,Everyone,Lifestyle,2.3.3 and up,4260,3,6.3,0
HOLSTON EC,"1,000+",Free,Everyone,Tools,2.3.3 and up,7,4.1,4.2,0
AK Blackjack,"1,000+",Free,Teen,Card,4.1 and up,4,,7.6,0
DB Transport,"10,000+",Free,Everyone,Maps & Navigation,4.1 and up,179,1.9,10,0
Story Saver for Instagram,"5,000,000+",Free,Everyone,Photography,4.0.3 and up,41331,4.5,5,0
Live Hold’em Pro Poker - Free Casino Games,"10,000,000+",Free,Teen,Card,Varies with device,1123190,4.6,,0
Aab e Hayat Full Novel,"100,000+",Free,Everyone,Books & Reference,3.0 and up,1476,4.3,41,0
BU Study,10+,Free,Everyone,Education,4.0.3 and up,7,5,5.6,0
Itau bank,"10,000,000+",Free,Everyone,Finance,4.2 and up,957973,4.2,40,0
Pocket U ASW,"10,000+",Free,Everyone,Education,4.2 and up,93,3.9,28,0
Profile Tracker - Who Viewed My Facebook Profile,"500,000+",Free,Teen,Social,4.1 and up,37090,4.7,4.8,0
Archery Physics Objects Destruction Apple shooter,"100,000+",Free,Teen,Action,4.1 and up,6026,4.5,39,0
Workout Tracker & Gym Trainer - Fitness Log Book,"500,000+",Free,Everyone,Health & Fitness,4.1 and up,5420,4.6,21,0
N Launcher - Nougat 7.0,"1,000,000+",Free,Everyone,Personalization,4.1 and up,32597,4.4,8.4,0
Myntra Online Shopping App,"50,000,000+",Free,Everyone,Shopping,4.1 and up,1315242,4.3,,0
Shadow Fight 2,"100,000,000+",Free,Everyone 10+,Action,3.0 and up,10979062,4.6,88,0
Shadow Fight 2,"100,000,000+",Free,Everyone 10+,Action,3.0 and up,10979062,4.6,88,0
Sirens Fashion Style Game,"500,000+",Free,Everyone,Simulation,4.0 and up,2282,4.3,22,0
CP Clicker,"10,000+",Free,Everyone,Lifestyle,4.1 and up,251,4.2,5,0
What's Up,"1,000,000+",Free,Everyone,Lifestyle,4.0 and up,23453,4.1,10,0
Pony Friends 🦄 - Beepzz racing game for kids,"50,000+",Free,Everyone,Racing;Action & Adventure,4.2 and up,114,4.5,69,0
Culver's,"100,000+",Free,Everyone,Lifestyle,4.3 and up,1638,3.9,4.9,0
Tablet Reminder,5+,Free,Everyone,Medical,4.1 and up,4,5,2.5,0
Explore Sedona & Northern AZ,"10,000+",Free,Everyone,Travel & Local,2.3 and up,43,3.8,22,0
C.B. Shop,100+,Free,Everyone,Shopping,4.0.3 and up,19,,19,0
Visage Lab – face retouch,"5,000,000+",Free,Everyone,Photography,Varies with device,49523,3.5,,0
Bhunaksha CG,"10,000+",Free,Everyone,Tools,4.1 and up,67,4.1,4.1,0
Colorfit - Drawing & Coloring,"500,000+",Free,Everyone,Art & Design;Creativity,4.0.3 and up,20260,4.7,25,0
Monster Park AR - Jurassic Dinosaurs in Real World,"10,000+",Free,Everyone,Entertainment,7.0 and up,128,3.7,20,0
Simple Recipes,"500,000+",Free,Everyone,Food & Drink,4.0 and up,3803,4.7,15,0
BT Find Address for Bluetooth,"5,000+",Free,Everyone,Business,3.0 and up,8,4.8,2.6,0
Duaa Ek Ibaadat,"5,000+",Free,Everyone,Books & Reference,2.2 and up,122,4.9,26,0
Depths of Betrayal CE (Full),"1,000+",Paid,Everyone 10+,Casual,2.3 and up,363,4.3,14,2.99
Fate GO Ap Counter,"1,000+",Free,Everyone,Tools,4.1 and up,70,4.6,3.2,0
Bx Thailand Alert (Bitcoin),100+,Free,Everyone,Finance,4.2 and up,3,4.7,8.2,0
Wallpapers FN SCAR H,100+,Free,Teen,Personalization,4.1 and up,4,5,9.2,0
Dr. Panda Supermarket,"50,000+",Paid,Everyone,Educational;Pretend Play,4.0 and up,1357,4.2,58,2.99
Freedom Christian BF,10+,Free,Everyone,Lifestyle,4.0.3 and up,0,,12,0
D.N. College Meerut,10+,Free,Everyone,Education,4.0 and up,0,,19,0
Ringdroid,"50,000,000+",Free,Everyone,Video Players & Editors,Varies with device,326232,4.4,,0
Smart AppLock (App Protect),"10,000,000+",Free,Everyone,Tools,Varies with device,137562,4.4,,0
Fodbold DK Pro,"1,000+",Paid,Everyone,Sports,4.0 and up,315,4.6,4.3,2.99
Punch em,"500,000+",Free,Everyone,Arcade,4.1 and up,2208,4.1,4.4,0
lesparticuliers.fr,"50,000+",Free,Everyone,Lifestyle,2.3 and up,96,,1,0
MPS CL,10+,Free,Everyone,Tools,4.0.3 and up,1,,3.2,0
AG Subway Simulator Lite,"100,000+",Free,Everyone,Simulation,4.1 and up,6738,4.4,56,0
BankMobile Vibe App,"1,000,000+",Free,Everyone,Finance,4.1 and up,14627,4.3,23,0
Pink Silver Bow Keyboard Theme,"100,000+",Free,Everyone,Art & Design,4.0.3 and up,1120,4.2,9.2,0
NetApp CE,100+,Free,Everyone,Business,5.0 and up,0,,21,0
Sic Bo,100+,Paid,Teen,Card,2.2 and up,1,,11,1.99
"Women""s Health Tips(Breast,Face,Body,weight lose)","1,000,000+",Free,Mature 17+,Health & Fitness,4.1 and up,2509,4.2,5,0
MakeMyTrip-Flight Hotel Bus Cab IRCTC Rail Booking,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,599872,4.3,,0
EB Scanner,50+,Free,Everyone,Productivity,4.0.3 and up,9,5,25,0
Paprika Recipe Manager,"50,000+",Paid,Everyone,Food & Drink,4.0 and up,1268,4.1,2.3,4.99
Podcast Republic - Podcast Player & Radio Player,"1,000,000+",Free,Teen,News & Magazines,Varies with device,66978,4.5,,0
Ej-buy,5+,Free,Everyone,Business,4.1 and up,2,,4.1,0
EXO-L Amino for EXO Fans,"50,000+",Free,Teen,Social,4.0.3 and up,5677,4.9,67,0
Anime Avatar Creator: Make Your Own Avatar,"1,000,000+",Free,Everyone,Lifestyle,4.1 and up,10944,4.2,36,0
J. Cole Albums (2007-2017),"1,000+",Free,Mature 17+,Entertainment,4.0.3 and up,7,4.6,7.3,0
AJ Turquoise Dark Icon Pack,10+,Paid,Everyone,Personalization,4.1 and up,0,,32,0.99
FollowMyHealth®,"1,000,000+",Free,Everyone,Medical,4.4 and up,73118,4.6,37,0
The Simpsons™: Tapped Out,"10,000,000+",Free,Teen,Casual,4.0.3 and up,636995,4.3,49,0
"Selfie Camera: Beauty Camera, Photo Editor,Collage","1,000,000+",Free,Everyone,Photography,4.2 and up,31985,4.7,9.1,0
Economic Times : Market News,"5,000,000+",Free,Everyone,News & Magazines,Varies with device,93708,4.3,,0
World Webcams,"1,000,000+",Free,Everyone,Weather,Varies with device,7896,3.7,,0
"3D Color by Number: Voxel, Unicorn, Pixel Art 3D","100,000+",Free,Everyone,Entertainment,4.1 and up,2017,4.3,,0
FP Runner,"1,000+",Free,Everyone,Arcade,3.1 and up,38,3.7,29,0
M star Dialer,"100,000+",Free,Everyone,Communication,2.2 and up,400,3.5,4.2,0
Reindeer VPN - Proxy VPN,"100,000+",Free,Everyone,Tools,4.1 and up,7339,4.2,4,0
>>>>>>> fdd269449e890b34ceefd196ee1eeab802f6c815
