id,address,area,bedrooms,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
5248,Lex Althoffstraat 17 -I,43,1,1063 ZL,12-11-2015,135000,apartment,2,2-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49650707-lex-althoffstraat-17-i/,1952
5249,Eva Besnyöstraat 539,200,5,1087 LG,12-8-2015,875000,apartment,6,4-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49568285-eva-besnyostraat-539/,2009
5250,Dirk Vreekenstraat 80,94,2,1019 GD,4-12-2015,299000,apartment,3,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49672168-dirk-vreekenstraat-80/,2002
5251,Sem Presserhof 48,98,2,1087 JG,22-12-2011,225000,apartment,4,12-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47242978-sem-presserhof-48/,2005
5252,Dijkmanpad 3,80,3,1063 HK,24-12-2015,189000,house,4,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49691344-dijkmanpad-3/,1955
5253,Chestertonlaan 79,42,1,1102 XV,9-10-2015,99000,apartment,2,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49527013-chestertonlaan-79/,1981
5254,Nachtwachtlaan 513,123,4,1058 ET,7-5-2015,285000,apartment,5,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49463271-nachtwachtlaan-513/,1970
5255,Eerste Kostverlorenkade 18 III,42,1,1052 EN,2-12-2015,195000,apartment,2,20-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49671418-eerste-kostverlorenkade-18-iii/,1923
5256,Orteliusstraat 223 hs,50,1,1056 NR,7-1-2016,215000,apartment,3,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49600869-orteliusstraat-223-hs/,1934
5257,Nachtwachtlaan 485,98,3,1058 ES,9-7-2015,255000,apartment,4,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49430481-nachtwachtlaan-485/,1970
5258,Gerard Doustraat 79 IV,52,1,1072 VM,14-10-2015,279500,apartment,2,2-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49520318-gerard-doustraat-79-iv/,1906
5259,Dostojevskisingel 311,43,1,1102 XM,12-5-2015,105000,apartment,2,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49477277-dostojevskisingel-311/,1983
5260,Nachtwachtlaan 43,123,4,1058 EB,10-9-2015,285000,apartment,5,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49584024-nachtwachtlaan-43/,1970
5261,Jacob van Lennepstraat 29 G,57,1,1053 HB,10-10-2015,325000,apartment,2,12-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49528036-jacob-van-lennepstraat-29-g/,1881
5262,Maasstraat 20 1,110,2,1078 HK,30-10-2015,489000,apartment,3,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49547804-maasstraat-20-1/,1928
5263,Vrolikstraat 192 huis,77,2,1092 TS,13-11-2015,425000,apartment,3,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652602-vrolikstraat-192-huis/,1906
5264,Mensinge 36,164,4,1083 HC,4-3-2014,399000,apartment,5,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48947270-mensinge-36/,1968
5265,Lindengracht 46,80,3,1015 KJ,21-10-2015,360000,apartment,4,13-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538385-lindengracht-46/,1982
5266,Pieter Langendijkstraat 33 III,60,2,1054 XX,9-1-2016,350000,apartment,3,20-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49600035-pieter-langendijkstraat-33-iii/,1911
5267,Mensinge 57,164,4,1083 HE,10-9-2015,419500,apartment,5,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49584082-mensinge-57/,1968
5268,Fagelstraat 57 III-IV,87,2,1052 EZ,22-12-2015,425000,apartment,4,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49690812-fagelstraat-57-iii-iv/,1897
5269,Tjerk Hiddes de Vriesstraat 7 hs,105,3,1055 WK,24-12-2015,475000,apartment,4,14-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49691301-tjerk-hiddes-de-vriesstraat-7-hs/,1934
5270,Lanseloetstraat 24 II,51,1,1055 BG,6-1-2016,195000,apartment,2,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608888-lanseloetstraat-24-ii/,1931
5271,Bestevâerstraat 186 II,50,2,1055 TS,20-11-2015,189000,apartment,3,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49668071-bestevaerstraat-186-ii/,1924
5272,Kometensingel 223,56,2,1033 BG,24-3-2015,198000,house,3,25-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48325241-kometensingel-223/,1906
5273,Venetiëhof 93 +PP,125,3,1019 NB,9-1-2016,550000,apartment,4,18-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49602940-venetiehof-93-pp/,1994
5274,Dostojevskisingel 285,84,3,1102 XM,23-10-2015,159500,apartment,4,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49531471-dostojevskisingel-285/,1983
5275,Van Oldenbarneveldtstraat 58 -II,47,1,1052 KC,12-12-2015,189500,apartment,2,22-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49682618-van-oldenbarneveldtstraat-58-ii/,1906
5276,Sam de Wolffstraat 33,42,1,1069 RJ,25-3-2015,125000,apartment,2,21-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48328307-sam-de-wolffstraat-33/,1983
5277,Celebesstraat 108 G,47,1,1094 EX,25-11-2015,172000,apartment,4,10-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84341613-celebesstraat-108-g/,1981
5278,Rooseveltlaan 15 hs,121,4,1079 AA,28-11-2015,795000,apartment,6,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49676356-rooseveltlaan-15-hs/,1934
5279,Mijehof 69,120,3,1106 HB,9-10-2015,205000,house,6,17-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49526120-mijehof-69/,1981
5280,Geerdinkhof 417,160,4,1103 RE,17-4-2015,375000,house,5,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-84707243-geerdinkhof-417/,1977
5281,Van Tuyll van Serooskerkenweg 25 hs,72,1,1076 JB,4-1-2016,400000,apartment,2,10-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49606348-van-tuyll-van-serooskerkenweg-25-hs/,1930
5282,Olympiaweg 85 A,56,2,1076 VS,25-12-2015,255000,apartment,3,11-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49693869-olympiaweg-85-a/,1931
5283,Christiaan de Wetstraat 5 -hs,41,1,1091 NG,18-11-2015,185000,apartment,2,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49667847-christiaan-de-wetstraat-5-hs/,1928
5284,Plantage Parklaan 9,540,10,1018 SR,15-12-2015,2950,house,14,14-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49686192-plantage-parklaan-9/,1880
5285,Grootzeil 69,75,2,1034 LR,11-2-2015,149000,apartment,3,10-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48372529-grootzeil-69/,1976
5286,Hestiastraat 69 -II,90,2,1076 DK,8-12-2015,385000,apartment,4,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49686920-hestiastraat-69-ii/,1906
5287,Govert Flinckstraat 106 A,55,1,1072 EL,16-9-2015,315000,apartment,3,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590899-govert-flinckstraat-106-a/,1906
5288,Ottho Heldringstraat 25 -m,178,4,1066 XT,25-3-2014,475000,house,5,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48069941-ottho-heldringstraat-25-m/,2010
5289,Boutenburg 77,70,2,1068 ZA,5-1-2016,140000,apartment,3,14-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85062144-boutenburg-77/,1968
5290,Lampongstraat 18 II,51,1,1094 AV,14-11-2015,219000,apartment,2,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653623-lampongstraat-18-ii/,1914
5291,Delistraat 21 -II,52,2,1094 CT,15-12-2015,210000,apartment,3,22-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49683749-delistraat-21-ii/,1900
5292,Merlijnstraat 5 I,56,2,1055 DC,3-11-2015,224500,apartment,4,19-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49540029-merlijnstraat-5-i/,1931
5293,Freek Oxstraat 7 HS,62,3,1063 ZS,13-11-2015,185000,apartment,4,8-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49651908-freek-oxstraat-7-hs/,1960
5294,Pontanusstraat 35 B,44,1,1093 SC,11-12-2015,175000,apartment,2,21-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49680692-pontanusstraat-35-b/,1971
5295,Jelle Posthumapad 17,109,2,1106 ZP,23-7-2015,197500,house,4,26-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49444590-jelle-posthumapad-17/,1987
5296,Orteliusstraat 350 I,56,2,1056 PT,5-8-2015,215000,apartment,3,27-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49553910-orteliusstraat-350-i/,1934
5297,Valkhof 101,63,2,1082 VE,20-10-2015,215000,apartment,3,19-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49536294-valkhof-101/,1963
5298,Troelstralaan 263 beg,108,2,1067 MX,4-11-2015,250000,apartment,3,23-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49542555-troelstralaan-263-beg/,2015
5299,Kattenburgergracht 11 -C,43,1,1018 KN,7-1-2016,189000,apartment,2,22-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49609261-kattenburgergracht-11-c/,1906
5300,Valkhof 163,65,1,1082 VG,7-12-2015,215000,apartment,2,23-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49685610-valkhof-163/,1963
5301,Albertus Magnushof 7,60,2,1064 NG,30-10-2015,162500,house,4,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49547197-albertus-magnushof-7/,1945
5302,Duinluststraat 21,84,2,1024 VH,19-5-2015,196011,apartment,3,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49474649-duinluststraat-21/,2003
5303,Annie Romeinplein 26,80,2,1103 JL,29-9-2012,155000,apartment,3,29-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48516351-annie-romeinplein-26/,2000
5304,Nieuwe Prinsengracht 10 III/IV,190,4,1018 XH,27-11-2015,899000,apartment,7,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49676120-nieuwe-prinsengracht-10-iii-iv/,1906
5305,Schokkerspad 32,98,2,1081 KS,7-11-2015,365000,apartment,3,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49544088-schokkerspad-32/,1998
5306,Reizigersweg 77,65,2,1033 WE,3-7-2015,169011,apartment,3,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49436468-reizigersweg-77/,1989
5307,Onstein 12,105,3,1082 KL,25-11-2015,225000,apartment,4,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49664745-onstein-12/,1962
5308,Eerste Keucheniusstraat 28 III,91,3,1051 HS,30-10-2015,475000,apartment,4,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49547556-eerste-keucheniusstraat-28-iii/,1906
5309,Touwbaan 43,86,3,1018 HR,1-12-2015,325000,apartment,4,23-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49679236-touwbaan-43/,1985
5310,Afroditekade 139,111,2,1076 DZ,2-10-2015,550000,apartment,3,13-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49519547-afroditekade-139/,2001
5311,Pieter Aertszstraat 30 -III,67,2,1073 SM,12-12-2015,348000,apartment,4,18-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49682699-pieter-aertszstraat-30-iii/,1911
5312,Burgemeester Cramergracht 52,74,2,1064 AE,6-1-2016,125000,apartment,4,22-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608396-burgemeester-cramergracht-52/,1979
5313,Zeelandstraat 56 I,119,4,1082 BZ,28-11-2015,350000,apartment,6,30-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49675552-zeelandstraat-56-i/,1960
5314,Koninginneweg 107 II+III,148,4,1075 CK,28-3-2015,750000,apartment,6,14-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48323971-koninginneweg-107-ii-iii/,1906
5315,Willemsparkweg 187 hs,185,3,1071 HA,16-12-2015,1050,apartment,4,22-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49684069-willemsparkweg-187-hs/,1906
5316,Anna Blamansingel 277,50,1,1102 SX,17-10-2015,135000,apartment,2,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49536527-anna-blamansingel-277/,2006
5317,Boterdiepstraat 31 hs,56,2,1079 ST,17-11-2015,279000,apartment,3,7-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49665205-boterdiepstraat-31-hs/,1934
5318,Stadionweg 36,274,7,1077 SM,17-7-2015,1189,house,11,6-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49449489-stadionweg-36/,1930
5319,Veembroederhof 127,96,2,1019 HD,14-10-2015,400000,apartment,3,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49521085-veembroederhof-127/,2005
5320,Dirk Bonsstraat 14 I,48,1,1063 TZ,22-12-2015,155000,apartment,2,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49699310-dirk-bonsstraat-14-i/,1953
5321,Bilderdijkkade 64 huis,112,2,1053 VN,22-10-2015,625000,apartment,3,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538991-bilderdijkkade-64-huis/,1895
5322,Wigbolt Ripperdastraat 12,147,4,1067 EH,9-9-2015,247500,apartment,5,25-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49582922-wigbolt-ripperdastraat-12/,2005
5323,Confuciusplein 93,88,2,1064 LG,7-10-2015,238000,apartment,3,3-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49525463-confuciusplein-93/,2008
5324,J. Calsstraat 14,88,2,1067 WG,23-12-2015,195000,house,3,19-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49691658-j-calsstraat-14/,1990
5325,Van Hogendorpstraat 137 II,43,1,1051 BM,25-12-2015,195000,apartment,2,19-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49693035-van-hogendorpstraat-137-ii/,1900
5326,Johannes Verhulststraat 107 A2,168,3,1071 MX,16-10-2015,1400,apartment,5,18-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49524264-johannes-verhulststraat-107-a2/,1906
5327,Langestraat 33 C,74,1,1015 AK,10-1-2016,349000,apartment,1,25-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49602990-langestraat-33-c/,1750
5328,Olof Palmeplein 99,60,1,1025 WV,3-2-2015,150000,apartment,2,23-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48375319-olof-palmeplein-99/,1988
5329,Molenbeekstraat 35 -hs,104,3,1078 XB,23-11-2015,595000,apartment,4,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669277-molenbeekstraat-35-hs/,1930
5330,Andries Copierstraat 48,85,2,1061 SE,18-12-2015,229999,apartment,3,22-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85051767-andries-copierstraat-48/,2009
5331,Eerste Keucheniusstraat 28 hs,71,2,1051 HS,18-11-2015,375000,apartment,4,21-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49667538-eerste-keucheniusstraat-28-hs/,2015
5332,Barbusselaan 144,85,3,1102 TZ,27-11-2015,145000,apartment,4,20-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85030243-barbusselaan-144/,1985
5333,Fleerde 902,95,3,1102 AV,27-11-2015,162500,apartment,4,20-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85039976-fleerde-902/,2004
5334,Paul Schuitemahof 11,188,4,1087 EG,26-9-2014,498500,house,5,25-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48137002-paul-schuitemahof-11/,2007
5335,Ruyschstraat 35 -1,68,2,1091 BS,23-10-2015,345000,apartment,3,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49531456-ruyschstraat-35-1/,1906
5336,Orteliusstraat 351 -I,54,2,1056 PC,7-1-2016,225000,apartment,3,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49600458-orteliusstraat-351-i/,1931
5337,Mezquitalaan 102 +PP,145,3,1064 NS,31-7-2015,424000,apartment,5,11-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49559907-mezquitalaan-102-pp/,1999
5338,Raoul Wallenbergstraat 95,81,2,1102 AX,19-8-2015,219000,apartment,4,7-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49562045-raoul-wallenbergstraat-95/,2010
5339,Hodenpijlkade 44,146,4,1058 LZ,11-12-2015,650000,house,5,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49689930-hodenpijlkade-44/,1971
5340,Ferdinand Bolstraat 16 B,93,2,1072 LJ,21-11-2015,525000,apartment,3,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49661471-ferdinand-bolstraat-16-b/,1910
5341,KNSM-laan 653,90,1,1019 LH,15-10-2015,355000,apartment,2,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49523590-knsm-laan-653/,1994
5342,Edith Magnusstraat 29,148,5,1103 DA,24-6-2014,260000,house,6,24-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48150471-edith-magnusstraat-29/,1997
5343,Tolstraat 6 h + PP,68,1,1073 SB,24-6-2015,339000,apartment,2,8-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85889294-tolstraat-6-h-pp/,2005
5344,Nieuwe Prinsengracht 14 II,85,2,1018 XH,17-10-2015,515000,apartment,4,29-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49523295-nieuwe-prinsengracht-14-ii/,1900
5345,Het Breed 671,111,2,1025 HZ,7-11-2015,182500,apartment,3,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655305-het-breed-671/,1972
5346,Dusartstraat 43 III,112,3,1072 HN,5-1-2016,575000,apartment,5,15-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608478-dusartstraat-43-iii/,1904
5347,Valeriusstraat 106 III+IV,147,4,1075 GC,28-8-2015,695000,apartment,6,25-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49570194-valeriusstraat-106-iii-iv/,1906
5348,Schopenhauerhof 5,133,4,1064 VZ,31-1-2015,340000,house,5,11-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48364573-schopenhauerhof-5/,2009
5349,Rijnstraat 54 III,90,3,1078 RD,5-12-2015,329000,apartment,4,19-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49674316-rijnstraat-54-iii/,1906
5350,Bouwnummer (Bouwnr. 9),167,5,1083 HH,17-12-2014,650000,apartment,6,25-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48239542-bouwnummer-bouwnr-9/,2016
5351,Argonautenstraat 9 Huis,78,2,1076 KJ,3-10-2015,399000,apartment,4,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49511140-argonautenstraat-9-huis/,1906
5352,Bestevâerstraat 147 I,48,2,1055 TK,5-11-2015,185000,apartment,3,10-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49543184-bestevaerstraat-147-i/,1924
5353,Kinkerstraat 69 I-a,32,1,1053 DG,31-10-2015,169000,apartment,2,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49549983-kinkerstraat-69-i-a/,1890
5354,Borgloonstraat 6 D,126,4,1066 HH,1-10-2015,345000,house,6,20-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49519454-borgloonstraat-6-d/,2000
5355,Postjeskade 137 I,57,2,1058 DN,1-11-2015,275000,apartment,3,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49549508-postjeskade-137-i/,1931
5356,Marco Polostraat 33 I,69,2,1057 WD,26-9-2015,289000,apartment,3,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49504634-marco-polostraat-33-i/,1906
5357,Asingaborg 89,71,2,1082 SE,6-1-2016,225000,apartment,3,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608785-asingaborg-89/,1960
5358,Smitstraat 28 2,66,1,1092 XS,18-11-2015,250000,apartment,2,18-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49666711-smitstraat-28-2/,1911
5359,Weissenbruchstraat 39 -huis,164,3,1058 KN,27-8-2015,650000,apartment,5,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49576768-weissenbruchstraat-39-huis/,1906
5360,Spaarndammerstraat 133 I,50,2,1013 TE,20-11-2015,225000,apartment,3,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49668647-spaarndammerstraat-133-i/,1906
5361,Zeedijk 97 II,50,1,1012 AT,18-12-2015,225000,apartment,2,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49696773-zeedijk-97-ii/,1881
5362,Domselaerstraat 19 HS,57,2,1093 JM,24-11-2015,300000,apartment,3,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49662774-domselaerstraat-19-hs/,1906
5363,Esmoreitstraat 39 I,50,3,1055 CB,16-10-2015,140000,apartment,4,5-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49523108-esmoreitstraat-39-i/,1931
5364,Carnapstraat 137,105,2,1062 KX,26-11-2015,350000,apartment,3,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49675480-carnapstraat-137/,1998
5365,Stadhouderskade 119 IV,89,2,1073 BA,1-12-2015,395000,apartment,3,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49678332-stadhouderskade-119-iv/,1878
5366,Eastonstraat 231,78,2,1068 JH,13-8-2015,149000,apartment,3,3-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49569933-eastonstraat-231/,1963
5367,Lutmastraat 73 I,55,1,1073 GP,24-11-2015,225000,apartment,2,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49662922-lutmastraat-73-i/,1921
5368,Kermispad 3,60,1,1033 WX,6-4-2012,150000,apartment,2,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47347603-kermispad-3/,1989
5369,Eerste Oosterparkstraat 109 F,60,2,1091 GX,14-1-2016,199000,apartment,3,25-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49615250-eerste-oosterparkstraat-109-f/,1983
5370,Langswater 70,60,2,1069 TR,31-10-2015,142500,apartment,3,10-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49548891-langswater-70/,1963
5371,Pieter van der Werfstraat 179,101,3,1067 EM,1-10-2015,249000,apartment,4,6-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49518364-pieter-van-der-werfstraat-179/,2007
5372,Pieter Calandlaan 540,96,2,1060 TV,6-10-2015,210000,apartment,3,17-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49513283-pieter-calandlaan-540/,1998
5373,Filips van Almondestraat 5 III,63,2,1057 ZR,4-12-2015,249000,apartment,3,28-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49673016-filips-van-almondestraat-5-iii/,1925
5374,Kraijenhoffstraat 12 -I,77,2,1018 RK,28-11-2015,275000,apartment,3,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677619-kraijenhoffstraat-12-i/,1945
5375,Weteringschans 90 -II,240,2,1017 XS,22-10-2015,1050,apartment,7,10-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538073-weteringschans-90-ii/,1880
5376,Hendrik Soeteboomstraat 9,79,2,1035 NV,10-10-2015,299000,house,3,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49529634-hendrik-soeteboomstraat-9/,1910
